0, 0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
0, 0, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
0, 0, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
0, 0, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
0, 0, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
0, 0, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
0, 0, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
0, 0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
1, 5, 6, 7, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
1, 6, 7, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
1, 5, 7, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
1, 5, 6, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
1, 5, 6, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
1, 6, 7, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
1, 5, 7, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
1, 5, 6, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
1, 5, 6, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
1, 5, 6, 7, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
2, 9, 10, 11, 12, 13, 14, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
2, 9, 11, 12, 13, 14, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
2, 9, 10, 12, 13, 14, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
2, 9, 10, 11, 13, 14, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
2, 9, 10, 11, 12, 14, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
2, 9, 10, 11, 12, 13, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
2, 10, 11, 12, 13, 14, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
2, 9, 11, 12, 13, 14, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
2, 9, 10, 12, 13, 14, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
2, 9, 10, 11, 13, 14, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
3, 0, 12, 15, 16, 17, 18, 19, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
3, 12, 15, 16, 17, 18, 19, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
3, 0, 15, 16, 17, 18, 19, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
3, 0, 12, 16, 17, 18, 19, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
3, 0, 12, 15, 17, 18, 19, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
3, 0, 12, 15, 16, 18, 19, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
3, 0, 12, 15, 16, 17, 19, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
3, 0, 12, 15, 16, 17, 18, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
3, 0, 12, 15, 16, 17, 18, 19, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
3, 0, 12, 15, 16, 17, 18, 19, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 0, 1, 9, 20, 21, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 0, 9, 20, 21, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 0, 1, 20, 21, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 0, 1, 9, 21, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 0, 1, 9, 20, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 1, 9, 20, 21, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 0, 9, 20, 21, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 0, 1, 20, 21, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 0, 1, 9, 21, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 0, 1, 9, 20, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
5, 12, 17, 18, 22, 23, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
5, 12, 24, 18, 22, 23, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
5, 24, 17, 18, 22, 23, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
5, 12, 17, 18, 22, 23, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
5, 12, 24, 18, 22, 23, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
5, 12, 24, 17, 22, 23, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
5, 12, 24, 17, 18, 23, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
5, 12, 24, 17, 18, 22, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
5, 12, 24, 17, 18, 22, 23, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
5, 12, 24, 17, 18, 22, 23, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
6, 25, 26, 27, 28, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
6, 26, 27, 28, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
6, 25, 27, 28, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
6, 25, 26, 28, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
6, 25, 26, 27, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
6, 25, 26, 27, 28, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
6, 25, 26, 27, 28, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
6, 26, 27, 28, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
6, 25, 27, 28, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
